year,month,day,title,links,year_gregorian,month_gregorian,day_gregorian,event_link,event_link_english,title_english,Politics,Social,Natural Disaster,Science,Art,Sports
1365,10,3,آغاز عملیات کربلای ۴,"[{'text': 'عملیات کربلای ۴', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B4'}]",1986,12,24,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B4,https://en.wikipedia.org/wiki/Operation_Karbala-4,Operation Karbala-4,,,,,,
1365,10,19,شروع عملیات نظامی کربلای ۵ در جنگ ایران و عراق,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جنگ ایران و عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'کربلای ۵', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B5'}]",1987,1,9,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82,https://en.wikipedia.org/wiki/Iran%E2%80%93Iraq_War,<No English name found>,1.0,,,,,
1365,10,20,حمله موشکی عراق به دو مدرسه پسرانه در بروجرد,[],1987,1,10,,,Iraqi missile attack on two boys' schools in Boroujerd,,,,,,
1365,10,24,عملیات کربلای ۶,"[{'text': 'عملیات کربلای ۶', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B6'}]",1987,1,14,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B6,https://en.wikipedia.org/wiki/Operation_Karbala-6,Operation Karbala-6,,,,,,
1365,11,27,تغییر رسمی نام باشگاه فرهنگی ورزشی پرسپولیس به باشگاه پیروزی,"[{'text': 'باشگاه فرهنگی ورزشی پرسپولیس', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B4%DA%AF%D8%A7%D9%87_%D9%81%D8%B1%D9%87%D9%86%DA%AF%DB%8C_%D9%88%D8%B1%D8%B2%D8%B4%DB%8C_%D9%BE%D8%B1%D8%B3%D9%BE%D9%88%D9%84%DB%8C%D8%B3'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",1987,2,16,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B4%DA%AF%D8%A7%D9%87_%D9%81%D8%B1%D9%87%D9%86%DA%AF%DB%8C_%D9%88%D8%B1%D8%B2%D8%B4%DB%8C_%D9%BE%D8%B1%D8%B3%D9%BE%D9%88%D9%84%DB%8C%D8%B3,https://en.wikipedia.org/wiki/Persepolis_Athletic_and_Cultural_Club,Persepolis Athletic and Cultural Club,,,,,,
1365,10,2,بمباران مدرسهٔ سجادیه در کرمانشاه با بمب‌های خوشه‌ای و کشته و مجروح شدن تعداد زیادی از دانش آموزان ابتدایی و مردم غیرنظامی شهرک سجادیه کرمانشاه.,"[{'text': 'کرمانشاه', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%D9%85%D8%A7%D9%86%D8%B4%D8%A7%D9%87'}]",1986,12,23,,,Bombardment of Sajjadiyah School in Kermanshah with clustered bombs and killed and wounded by many elementary students and civilian people in Sajadieh Kermanshah.,,,,,,
1365,11,12,بمباران دو مدرسهٔ دخترانه در میانه (در استانبایجان شرقی) توسط عراق که منجر به کشته شدن ۳۳ دانش‌آموز و یک خدمتگزار مدرسه شد.,"[{'text': 'عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D8%A7%D9%82'}]",1987,2,1,,,"The bombing of two girls' schools in the middle (East Istanbaijan) by Iraq, which killed four students and a school servant.",,,,,,
1365,10,20,بمباران دو مدرسهٔ پسرانه در بروجرد (در استان لرستان) توسط عراق که منجر به کشته شدن ۶۰ دانش‌آموز شد.,"[{'text': 'استان لرستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D9%84%D8%B1%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'بروجرد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%D9%88%D8%AC%D8%B1%D8%AF'}, {'text': 'عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D8%A7%D9%82'}]",1987,1,10,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D9%84%D8%B1%D8%B3%D8%AA%D8%A7%D9%86,https://en.wikipedia.org/wiki/Lorestan_province,Lorestan province,,,,,,
1366,1,18,جنگ ایران و عراق: آغاز عملیات کربلای ۸ در شرق بصره,"[{'text': 'بصره', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%B5%D8%B1%D9%87'}, {'text': 'جنگ ایران و عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'عملیات کربلای ۸', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B8'}]",1987,4,7,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82,https://en.wikipedia.org/wiki/Iran%E2%80%93Iraq_War,<No English name found>,1.0,,,,,
1366,1,20,عملیات کربلای ۹,"[{'text': 'عملیات کربلای ۹', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B9'}]",1987,4,9,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B9,https://en.wikipedia.org/wiki/Operation_Karbala-9,Operation Karbala-9,,,,,,
1366,1,25,آغاز عملیات کربلای ۱۰,"[{'text': 'عملیات کربلای ۱۰', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B1%DB%B0'}]",1987,4,14,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B1%DB%B0,https://en.wikipedia.org/wiki/Operation_Karbala_10,Operation Karbala 10,,,,,,
1366,3,11,حزب جمهوری اسلامی بر اثر اختلاف‌های داخلی اش منحل گردید.,"[{'text': 'حزب جمهوری اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B2%D8%A8_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",1987,6,1,https://fa.wikipedia.org/wiki/%D8%AD%D8%B2%D8%A8_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C,https://en.wikipedia.org/wiki/Islamic_Republican_Party,Islamic Republican Party,1.0,,,,,
1366,4,28,جنگ ایران و عراق: آغاز عملیات فتح ۸,"[{'text': 'جنگ ایران و عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'عملیات فتح ۸', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D9%81%D8%AA%D8%AD_%DB%B8'}]",1987,7,19,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82,https://en.wikipedia.org/wiki/Iran%E2%80%93Iraq_War,<No English name found>,1.0,,,,,
1366,4,29,جنگ ایران و عراق: تصویب قطعنامه ۵۹۸ شورای امنیت، برای پایان‌دادن به جنگ,"[{'text': 'جنگ', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF'}, {'text': 'جنگ ایران و عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'قطعنامه ۵۹۸ شورای امنیت', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B7%D8%B9%D9%86%D8%A7%D9%85%D9%87_%DB%B5%DB%B9%DB%B8_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D9%85%D9%86%DB%8C%D8%AA'}]",1987,7,20,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82,https://en.wikipedia.org/wiki/Iran%E2%80%93Iraq_War,<No English name found>,1.0,,,,,
1366,5,2,سیل در منطقه بوژان,[],1987,7,24,,,Floods in the Bojan area,,,1.0,,,
1366,5,4,سیل تجریش,[],1987,7,26,,,Flood of Tajrish,,,1.0,,,
1366,5,9,کشتار حجاج در مکه.,"[{'text': 'کشتار حجاج در مکه', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B4%D8%AA%D8%A7%D8%B1_%D8%AD%D8%AC%D8%A7%D8%AC_%D8%AF%D8%B1_%D9%85%DA%A9%D9%87'}]",1987,7,31,https://fa.wikipedia.org/wiki/%DA%A9%D8%B4%D8%AA%D8%A7%D8%B1_%D8%AD%D8%AC%D8%A7%D8%AC_%D8%AF%D8%B1_%D9%85%DA%A9%D9%87,https://en.wikipedia.org/wiki/1987_Mecca_incident,1987 Mecca incident,,,,,,
1366,5,10,عملیات نصر ۶ در میمک توسط ارتش.,"[{'text': 'میمک', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%DB%8C%D9%86_%D8%A7%D9%84%DA%A9%D8%B4'}]",1987,8,1,,,Operation Nasr 2 in Mimak by the Army.,,,,,,
1366,5,14,عملیات نصر ۷ در نزدیکی سلیمانیه.,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سلیمانیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86%DB%8C%D9%87'}, {'text': 'عملیات نصر ۷', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D9%86%D8%B5%D8%B1_%DB%B7'}]",1987,8,5,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D9%86%D8%B5%D8%B1_%DB%B7,<No English page found>,Operation Nasr 2 near Sulaimaniyah.,,,,,,
1366,6,30,تهاجم هلی کوپترهای آمریکایی به کشتی خدماتی «ایران اجر» در خلیج فارس,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ایران اجر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%A7%D8%AC%D8%B1'}, {'text': 'خلیج فارس', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%84%DB%8C%D8%AC_%D9%81%D8%A7%D8%B1%D8%B3'}]",1987,9,21,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%A7%D8%AC%D8%B1,https://en.wikipedia.org/wiki/Iran_Ajr,Iran Ajr,,,,,,1.0
1366,7,16,بمباران شیمیایی شهر سومار در استان کرمانشاه توسط ارتش بعث عراق,"[{'text': 'استان کرمانشاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%D8%B4%D8%A7%D9%87'}, {'text': 'سومار', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%88%D9%85%D8%A7%D8%B1'}]",1987,10,8,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%D8%B4%D8%A7%D9%87,https://en.wikipedia.org/wiki/Kermanshah_province,Kermanshah province,,,,,,
1366,8,14,گشایش نخستین نمایشگاه بین‌المللی کتاب تهران,"[{'text': 'نمایشگاه بین\u200cالمللی کتاب تهران', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%85%D8%A7%DB%8C%D8%B4%DA%AF%D8%A7%D9%87_%D8%A8%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C_%DA%A9%D8%AA%D8%A7%D8%A8_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",1987,11,5,https://fa.wikipedia.org/wiki/%D9%86%D9%85%D8%A7%DB%8C%D8%B4%DA%AF%D8%A7%D9%87_%D8%A8%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C_%DA%A9%D8%AA%D8%A7%D8%A8_%D8%AA%D9%87%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Tehran_International_Book_Fair,Tehran International Book Fair,,,,,1.0,
1366,8,26,انجام پنجمین عملیات هوایی عراق، برای نابودی نیروگاه اتمی بوشهر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'نیروگاه اتمی بوشهر', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%B1%D9%88%DA%AF%D8%A7%D9%87_%D9%87%D8%B3%D8%AA%D9%87%E2%80%8C%D8%A7%DB%8C_%D8%A8%D9%88%D8%B4%D9%87%D8%B1'}]",1987,11,17,https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%B1%D9%88%DA%AF%D8%A7%D9%87_%D9%87%D8%B3%D8%AA%D9%87%E2%80%8C%D8%A7%DB%8C_%D8%A8%D9%88%D8%B4%D9%87%D8%B1,https://en.wikipedia.org/wiki/Bushehr_Nuclear_Power_Plant,Bushehr Nuclear Power Plant,,,,,,
1366,8,27,آغاز قتل‌های زنجیره‌ای ایران,[],1987,11,18,,,The beginning of the Iranian chain killings,,,,,,
1366,10,15,بنیان‌گذاری فرهنگستان علوم ایران.,[],1988,1,5,,,Foundation of the Iranian Academy of Sciences.,,,,,,
1366,11,27,بنیان‌گذاری شورای گسترش زبان و ادبیات فارسی,"[{'text': 'شورای گسترش زبان و ادبیات فارسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%DA%AF%D8%B3%D8%AA%D8%B1%D8%B4_%D8%B2%D8%A8%D8%A7%D9%86_%D9%88_%D8%A7%D8%AF%D8%A8%DB%8C%D8%A7%D8%AA_%D9%81%D8%A7%D8%B1%D8%B3%DB%8C'}]",1988,2,16,https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%DA%AF%D8%B3%D8%AA%D8%B1%D8%B4_%D8%B2%D8%A8%D8%A7%D9%86_%D9%88_%D8%A7%D8%AF%D8%A8%DB%8C%D8%A7%D8%AA_%D9%81%D8%A7%D8%B1%D8%B3%DB%8C,<No English page found>,Founding the Persian Language and Literature Development Council,,,,,1.0,
1366,12,24,آغاز عملیات والفجر ۱۰,"[{'text': 'عملیات والفجر ۱۰', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D9%88%D8%A7%D9%84%D9%81%D8%AC%D8%B1_%DB%B1%DB%B0'}]",1988,3,14,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D9%88%D8%A7%D9%84%D9%81%D8%AC%D8%B1_%DB%B1%DB%B0,https://en.wikipedia.org/wiki/Operation_Dawn_10,Operation Dawn 10,,,,,,
1366,12,25,بمباران شیمیایی حلبچه به‌دست ارتش عراق,"[{'text': 'ارتش عراق', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%B1%D9%88%D9%87%D8%A7%DB%8C_%D9%85%D8%B3%D9%84%D8%AD_%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'حلبچه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%84%D8%A8%DA%86%D9%87'}]",1988,3,15,https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%B1%D9%88%D9%87%D8%A7%DB%8C_%D9%85%D8%B3%D9%84%D8%AD_%D8%B9%D8%B1%D8%A7%D9%82,https://en.wikipedia.org/wiki/Iraqi_Armed_Forces,Iraqi Armed Forces,,,,,,
1366,12,26,بمباران پناهگاه پارک شیرین کرمانشاه,"[{'text': 'بمباران پناهگاه پارک شیرین کرمانشاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D9%86_%D9%BE%D9%86%D8%A7%D9%87%DA%AF%D8%A7%D9%87_%D9%BE%D8%A7%D8%B1%DA%A9_%D8%B4%DB%8C%D8%B1%DB%8C%D9%86_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%D8%B4%D8%A7%D9%87'}]",1988,3,16,https://fa.wikipedia.org/wiki/%D8%A8%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D9%86_%D9%BE%D9%86%D8%A7%D9%87%DA%AF%D8%A7%D9%87_%D9%BE%D8%A7%D8%B1%DA%A9_%D8%B4%DB%8C%D8%B1%DB%8C%D9%86_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%D8%B4%D8%A7%D9%87,https://en.wikipedia.org/wiki/Kermanshah_park_shelter_bombing,Kermanshah park shelter bombing,,,,,,
1366,4,7,بمباران شیمیایی سردشت,"[{'text': 'بمباران شیمیایی سردشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D9%86_%D8%B4%DB%8C%D9%85%DB%8C%D8%A7%DB%8C%DB%8C_%D8%B3%D8%B1%D8%AF%D8%B4%D8%AA'}]",1987,6,28,https://fa.wikipedia.org/wiki/%D8%A8%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D9%86_%D8%B4%DB%8C%D9%85%DB%8C%D8%A7%DB%8C%DB%8C_%D8%B3%D8%B1%D8%AF%D8%B4%D8%AA,https://en.wikipedia.org/wiki/Chemical_bombing_of_Sardasht,Chemical bombing of Sardasht,,,,,,
1366,5,9,کشتار حاجیان در مکه.,[],1987,7,31,,,The killing of the pilgrims in Mecca.,,,,,,
1366,3,12,انحلال حزب جمهوری اسلامی به دلیل بروز اختلاف در مورد مشی اقتصادی,[],1987,6,2,,,The dissolution of the Islamic Republic Party due to a dispute over economic policy,1.0,,,,,
1366,11,17,دستور تشکیل مجمع تشخیص مصلحت نظام از سوی سید روح‌الله خمینی با هدف حل اختلافات میان مجلس شورای اسلامی و شورای نگهبان قانون اساسی,"[{'text': 'سید روح\u200cالله خمینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C'}, {'text': 'شورای نگهبان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%86%DA%AF%D9%87%D8%A8%D8%A7%D9%86'}, {'text': 'مجلس شورای اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'مجمع تشخیص مصلحت نظام', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%85%D8%B9_%D8%AA%D8%B4%D8%AE%DB%8C%D8%B5_%D9%85%D8%B5%D9%84%D8%AD%D8%AA_%D9%86%D8%B8%D8%A7%D9%85'}]",1988,2,6,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C,https://en.wikipedia.org/wiki/Ruhollah_Khomeini,Ruhollah Khomeini,1.0,,,,,
1366,10,18,تصویب تشکیل فرهنگستان علوم پزشکی جمهوری اسلامی ایران در مجلس شورای اسلامی و آغاز به کار آن,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'فرهنگستان علوم پزشکی جمهوری اسلامی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D9%86%DA%AF%D8%B3%D8%AA%D8%A7%D9%86_%D8%B9%D9%84%D9%88%D9%85_%D9%BE%D8%B2%D8%B4%DA%A9%DB%8C'}, {'text': 'مجلس شورای اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]",1988,1,8,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D9%86%DA%AF%D8%B3%D8%AA%D8%A7%D9%86_%D8%B9%D9%84%D9%88%D9%85_%D9%BE%D8%B2%D8%B4%DA%A9%DB%8C,https://en.wikipedia.org/wiki/Iranian_Academy_of_Medical_Sciences,Iranian Academy of Medical Sciences,1.0,,,1.0,,
1366,12,25,حمله شیمیایی به حلبچه موسوم به کشتار حلبچه یا جمعهٔ خونین,"[{'text': 'حمله شیمیایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF%E2%80%8C%D8%A7%D9%81%D8%B2%D8%A7%D8%B1_%D8%B4%DB%8C%D9%85%DB%8C%D8%A7%DB%8C%DB%8C'}, {'text': 'حمله شیمیایی به حلبچه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D8%B4%DB%8C%D9%85%DB%8C%D8%A7%DB%8C%DB%8C_%D8%A8%D9%87_%D8%AD%D9%84%D8%A8%DA%86%D9%87'}]",1988,3,15,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF%E2%80%8C%D8%A7%D9%81%D8%B2%D8%A7%D8%B1_%D8%B4%DB%8C%D9%85%DB%8C%D8%A7%DB%8C%DB%8C,https://en.wikipedia.org/wiki/Chemical_weapon,Chemical weapon,,,,,,
1366,12,26,حمله شیمیایی به شهر مرزی نودشه,"[{'text': 'حمله شیمیایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF%E2%80%8C%D8%A7%D9%81%D8%B2%D8%A7%D8%B1_%D8%B4%DB%8C%D9%85%DB%8C%D8%A7%DB%8C%DB%8C'}, {'text': 'نودشه', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%AF%D8%B4%D9%87'}]",1988,3,16,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF%E2%80%8C%D8%A7%D9%81%D8%B2%D8%A7%D8%B1_%D8%B4%DB%8C%D9%85%DB%8C%D8%A7%DB%8C%DB%8C,https://en.wikipedia.org/wiki/Chemical_weapon,Chemical weapon,,,,,,
1366,11,27,تشکیل شورای گسترش زبان و ادبیات فارسی در ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'شورای گسترش زبان و ادبیات فارسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%DA%AF%D8%B3%D8%AA%D8%B1%D8%B4_%D8%B2%D8%A8%D8%A7%D9%86_%D9%88_%D8%A7%D8%AF%D8%A8%DB%8C%D8%A7%D8%AA_%D9%81%D8%A7%D8%B1%D8%B3%DB%8C'}]",1988,2,16,https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%DA%AF%D8%B3%D8%AA%D8%B1%D8%B4_%D8%B2%D8%A8%D8%A7%D9%86_%D9%88_%D8%A7%D8%AF%D8%A8%DB%8C%D8%A7%D8%AA_%D9%81%D8%A7%D8%B1%D8%B3%DB%8C,<No English page found>,Forming the Persian Language and Literature Development Council in Iran,,,,,1.0,
1366,4,29,تصویب قطعنامه ۵۹۸ شورای امنیت به منظور پایان‌دادن به جنگ ایران و عراق,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جنگ ایران و عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82'}, {'text': 'قطعنامه ۵۹۸ شورای امنیت', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B7%D8%B9%D9%86%D8%A7%D9%85%D9%87_%DB%B5%DB%B9%DB%B8_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D9%85%D9%86%DB%8C%D8%AA'}]",1987,7,20,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82,https://en.wikipedia.org/wiki/Iran%E2%80%93Iraq_War,<No English name found>,1.0,,,,,
